"OrphaCode","Name","DisorderGroup","gene_count","onset_count","inheritance_count","avg_prevalence"
447,Paroxysmal nocturnal hemoglobinuria,Disorder,1,1,1,2.0533333333333332
448,Hemophilia,Group of disorders,0,1,1,6.803333333333334
449,Hepatoblastoma,Disorder,0,1,1,0.02256521739130435
450,Visceral heterotaxy,Group of disorders,0,1,1,5.0
452,X-linked lissencephaly with abnormal genitalia,Disorder,1,1,1,15.0
453,IBIDS syndrome,Disorder,0,0,0,
454,Acquired ichthyosis,Disorder,0,1,1,0.0
455,Superficial epidermolytic ichthyosis,Disorder,1,1,1,10.0
457,Harlequin ichthyosis,Disorder,1,1,1,100.0
461,Recessive X-linked ichthyosis,Disorder,2,1,1,13.833333333333334
462,NON RARE IN EUROPE: Autosomal dominant ichthyosis vulgaris,Disorder,0,0,0,
463,NON RARE IN EUROPE: Adrenal incidentaloma,Disorder,0,0,0,
464,Incontinentia pigmenti,Disorder,1,1,1,0.6066666666666666
465,Congenital plasminogen activator inhibitor type 1 deficiency,Disorder,1,1,1,0.0
466,Fatal familial insomnia,Disorder,1,1,1,13.5
467,Non-acquired combined pituitary hormone deficiency,Group of disorders,0,1,1,14.5
469,Hereditary fructose intolerance,Disorder,1,1,1,2.371623076923077
470,Lysinuric protein intolerance,Disorder,1,1,1,1.03
472,Isosporiasis,Disorder,0,1,1,0.0
474,Jeune syndrome,Disorder,11,1,1,0.7633333333333333
475,Isolated Joubert syndrome,Disorder,30,1,1,1.7841500000000001
477,KID syndrome,Disorder,2,1,1,50.0
478,Kallmann syndrome,Subtype of disorder,21,1,1,2.8625000000000003
480,Kearns-Sayre syndrome,Disorder,3,1,1,1.0250000000000001
481,Kennedy disease,Disorder,1,1,1,2.618
482,Kimura disease,Disorder,0,1,1,150.0
483,Congenital high-molecular-weight kininogen deficiency,Disorder,1,1,1,
484,NON RARE IN EUROPE: Klinefelter syndrome,Disorder,0,0,0,
485,Kniest dysplasia,Disorder,1,1,1,0.0
486,Autosomal dominant severe congenital neutropenia,Disorder,5,1,1,0.0
487,Krabbe disease,Disorder,0,1,1,0.9080833333333334
488,Urachal cyst,Disorder,0,1,1,0.0
489,NON RARE IN EUROPE: Thyroglossal duct cyst,Disorder,0,0,0,
490,Omphalomesenteric cyst,Disorder,0,0,0,
492,Proliferating trichilemmal cyst,Disorder,0,1,1,
493,Familial keratoacanthoma,Disorder,0,1,1,0.0
494,Keratoderma hereditarium mutilans,Disorder,1,1,1,25.0
495,Transgrediens et progrediens palmoplantar keratoderma,Disorder,0,1,1,10.5
496,Thost-Unna palmoplantar keratoderma,Disorder,0,0,0,
498,Keratosis pilaris atrophicans,Group of disorders,0,0,0,
499,Kerion celsi,Disorder,0,1,1,0.0
500,Noonan syndrome with multiple lentigines,Disorder,3,1,1,148.0
501,Lafora disease,Disorder,2,1,1,75.03
502,Trichorhinophalangeal syndrome type 2,Disorder,3,1,1,50.0
503,Larsen syndrome,Disorder,1,1,1,0.2625
504,Creeping myiasis,Disorder,0,1,1,
505,Graham Little-Piccardi-Lassueur syndrome,Disorder,1,1,1,0.0
506,Leigh syndrome,Disorder,1,1,1,1.525
507,Leishmaniasis,Disorder,0,1,1,12.55
508,Donohue syndrome,Disorder,1,1,1,0.0002
509,Leptospirosis,Disorder,0,1,1,0.2574074074074074
510,Lesch-Nyhan syndrome,Disorder,1,1,1,0.205
511,Maple syrup urine disease,Disorder,0,1,1,2.159692307692308
512,Metachromatic leukodystrophy,Disorder,0,1,1,1.105
513,Acute lymphoblastic leukemia,Group of disorders,0,1,1,7.7299999999999995
514,Acute monoblastic/monocytic leukemia,Disorder,0,1,1,0.065
517,Acute myelomonocytic leukemia,Disorder,0,1,1,0.085
518,Acute megakaryoblastic leukemia,Disorder,0,1,1,0.01
519,Acute myeloid leukemia,Group of disorders,0,1,1,5.395714285714286
520,Acute promyelocytic leukemia,Disorder,13,1,1,0.17250000000000001
521,Chronic myeloid leukemia,Disorder,3,1,1,3.166
523,Hereditary leiomyomatosis and renal cell cancer,Disorder,1,1,1,100.0
524,Li-Fraumeni syndrome,Disorder,4,1,1,4.0
525,Lichen planopilaris,Disorder,0,1,1,150.0
526,Liddle syndrome,Disorder,3,1,1,36.0
528,Congenital generalized lipodystrophy,Disorder,0,1,1,1.01312
529,Roch-Leri mesosomatous lipomatosis,Disorder,0,1,1,0.0
530,Lipoid proteinosis,Disorder,1,1,1,250.0
531,Miller-Dieker syndrome,Disorder,3,1,1,0.0
533,Listeriosis,Disorder,0,1,1,0.42167647058823526
534,Oculocerebrorenal syndrome of Lowe,Disorder,1,1,1,0.20000000000000004
535,Rare cutaneous lupus erythematosus,Group of disorders,0,1,1,32.825
536,Systemic lupus erythematosus,Disorder,30,1,1,35.98
537,Toxic epidermal necrolysis,Subtype of disorder,0,1,1,0.0
538,Lymphangioleiomyomatosis,Disorder,2,1,1,0.19065384615384615
540,Familial hemophagocytic lymphohistiocytosis,Disorder,4,1,1,0.7013333333333334
541,Primary cutaneous CD30+ T-cell lymphoproliferative disease,Group of disorders,0,1,1,0.09
542,Primary cutaneous lymphoma,Group of disorders,0,0,0,0.375
543,Burkitt lymphoma,Disorder,1,1,1,3.2675
544,Diffuse large B-cell lymphoma,Group of disorders,0,1,1,5.213
545,Follicular lymphoma,Disorder,4,1,1,3.2094230769230774
547,Non-Hodgkin lymphoma,Group of disorders,0,1,1,5.8
548,Leprosy,Disorder,0,1,1,1.85
549,Legionnaires disease,Disorder,0,1,1,1.4409677419354838
550,MELAS,Disorder,14,1,1,47.681999999999995
551,MERRF,Disorder,10,1,1,0.24699999999999997
552,MODY,Disorder,13,1,1,5.0
553,OBSOLETE: Cushing syndrome,Group of disorders,0,0,0,
555,NON RARE IN EUROPE: Celiac disease,Disorder,0,0,0,
556,Malakoplakia,Disorder,0,1,1,0.0
557,Non-syndromic anorectal malformation,Group of disorders,0,1,1,28.104761904761908
558,Marfan syndrome,Disorder,0,1,1,14.533333333333333
559,Marinesco-Sjögren syndrome,Disorder,1,1,1,100.0
560,Marshall syndrome,Disorder,1,1,1,8.5
561,Marshall-Smith syndrome,Disorder,1,1,1,37.0
562,McCune-Albright syndrome,Disorder,1,1,1,0.55
563,Peripartum cardiomyopathy,Disorder,0,1,1,84.85714285714286
564,Meckel syndrome,Disorder,17,1,1,3.15
565,Menkes disease,Disorder,1,1,1,0.7775
566,Congenital microcoria,Disorder,0,1,1,0.0
567,"22q11.2 deletion syndrome",Disorder,9,1,1,12.366666666666667
568,"Microphthalmia, Lenz type",Disorder,2,1,1,0.0
569,Familial or sporadic hemiplegic migraine,Disorder,4,1,1,10.0
570,Moebius syndrome,Disorder,2,1,1,60.55
572,Immunodeficiency by defective expression of MHC class II,Disorder,4,1,1,89.5
573,Monilethrix,Disorder,4,1,1,0.0
574,"21q deletion syndrome",Disorder,0,1,1,25.0
575,Muckle-Wells syndrome,Disorder,1,1,1,100.0
576,Mucolipidosis type II,Disorder,1,1,1,2.9266666666666663
577,Mucolipidosis type III,Disorder,0,1,1,14.1825
578,Mucolipidosis type IV,Disorder,1,1,1,0.8666666666666667
579,Mucopolysaccharidosis type 1,Disorder,0,1,1,2.5317857142857143
580,Mucopolysaccharidosis type 2,Disorder,0,1,1,1.2814814814814814
581,Mucopolysaccharidosis type 3,Disorder,0,1,1,0.945551724137931
582,Mucopolysaccharidosis type 4,Disorder,0,1,1,4.373238095238095
583,Mucopolysaccharidosis type 6,Disorder,0,1,1,0.837488888888889
584,Mucopolysaccharidosis type 7,Disorder,1,1,1,0.07189999999999999
585,Multiple sulfatase deficiency,Disorder,1,1,1,77.1
586,Cystic fibrosis,Disorder,19,1,1,13.012004838709677
587,Muir-Torre syndrome,Disorder,0,0,0,
588,Muscle-eye-brain disease,Disorder,9,1,1,0.0
589,Myasthenia gravis,Disorder,0,1,1,9.810384615384615
590,Congenital myasthenic syndrome,Disorder,0,1,1,0.61
591,Furuncular myiasis,Disorder,0,1,1,0.0
592,Macrophagic myofasciitis,Disorder,0,1,1,0.0
593,Myofibrillar myopathy,Group of disorders,0,1,1,0.0
595,Centronuclear myopathy,Group of disorders,0,1,1,0.0
596,X-linked centronuclear myopathy,Disorder,1,1,1,0.39999999999999997
597,Central core disease,Disorder,1,1,1,0.2
598,Multiminicore myopathy,Disorder,0,1,1,0.0
599,Distal myopathy,Group of disorders,0,1,1,0.33
600,Vocal cord and pharyngeal distal myopathy,Disorder,1,1,1,0.0
602,GNE myopathy,Disorder,1,1,1,33.85
603,"Distal myopathy, Welander type",Disorder,2,1,1,50.0
606,Proximal myotonic myopathy,Disorder,1,1,1,3.0425
607,Nemaline myopathy,Group of disorders,0,1,1,1.1
609,Tibial muscular dystrophy,Disorder,1,1,1,13.0
610,Bethlem muscular dystrophy,Disorder,4,1,1,0.385
611,Inclusion body myositis,Disorder,0,1,1,1.2985714285714285
612,Potassium-aggravated myotonia,Group of disorders,0,1,1,0.0
614,Thomsen and Becker disease,Disorder,1,1,1,1.745
615,Familial atrial myxoma,Disorder,1,1,1,8.5
616,Medulloblastoma,Disorder,0,1,1,0.6166666666666667
617,Congenital primary megaureter,Disorder,0,1,1,0.0
618,Familial melanoma,Disorder,11,1,1,0.75
619,NON RARE IN EUROPE: Primary ovarian failure,Disorder,0,0,0,
620,NON RARE IN EUROPE: Common mesentery,Disorder,0,0,0,
621,Autosomal recessive methemoglobinemia,Disorder,2,1,1,0.0
622,Homocystinuria without methylmalonic aciduria,Disorder,0,1,1,36.5
623,NAME syndrome,Disorder,0,0,0,
624,Familial multiple nevi flammei,Disorder,1,1,1,
625,NON RARE IN EUROPE: Atypical mole,Disorder,0,0,0,
626,Large/giant congenital melanocytic nevus,Disorder,6,1,1,2.75
627,Nance-Horan syndrome,Disorder,1,1,1,212.0
628,Diastrophic dysplasia,Disorder,1,1,1,1.5099999999999998
629,Short stature due to growth hormone qualitative anomaly,Subtype of disorder,1,1,1,1.5
631,Non-acquired isolated growth hormone deficiency,Disorder,0,1,1,0.0
632,Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia,Subtype of disorder,2,1,1,
633,Laron syndrome,Disorder,1,1,1,2.58
634,Netherton syndrome,Disorder,1,1,1,0.5
635,Neuroblastoma,Disorder,6,1,1,6.912
636,Neurofibromatosis type 1,Disorder,0,1,1,29.781
637,Full NF2-related schwannomatosis,Disorder,1,1,1,2.26
638,Neurofibromatosis-Noonan syndrome,Disorder,2,1,1,0.0
639,Polyneuropathy associated with IgM monoclonal gammopathy with anti-MAG,Disorder,0,0,0,
640,Hereditary neuropathy with liability to pressure palsies,Disorder,1,1,1,9.75
641,Multifocal motor neuropathy,Disorder,0,1,1,0.83
642,Hereditary sensory and autonomic neuropathy type 4,Disorder,1,1,1,0.07
643,Giant axonal neuropathy,Disorder,1,1,1,25.0
644,NARP syndrome,Disorder,1,1,1,0.0
646,Niemann-Pick disease type C,Disorder,0,1,1,0.8533333333333333
647,Nijmegen breakage syndrome,Disorder,1,1,1,1.7625
648,Noonan syndrome,Disorder,15,1,1,35.0
649,Norrie disease,Disorder,1,1,1,200.0
650,LCAT deficiency,Disorder,0,1,1,62.5
651,NON RARE IN EUROPE: Idiopathic infantile nystagmus,Disorder,0,0,0,
652,Multiple endocrine neoplasia type 1,Disorder,3,1,1,3.2999999999999994
653,Multiple endocrine neoplasia type 2,Disorder,0,1,1,2.075
654,Nephroblastoma,Disorder,10,1,1,0.6138148148148148
655,Nephronophthisis,Disorder,0,1,1,0.625
656,Hereditary steroid-resistant nephrotic syndrome,Disorder,34,1,1,0.0
657,Congenital isolated hyperinsulinism,Group of disorders,0,1,1,9.985
658,Non-histaminic angioedema,Group of disorders,0,1,1,0.0
659,Mutilating palmoplantar keratoderma with periorificial keratotic plaques,Disorder,3,1,1,36.5
660,Omphalocele,Disorder,0,1,1,7.81860465116279
661,Congenital central hypoventilation syndrome,Disorder,6,1,1,0.25
662,Lymphedema with yellow nails,Disorder,0,1,1,200.0
663,Mitochondrial DNA-related progressive external ophthalmoplegia,Disorder,4,1,1,0.0
664,Ornithine transcarbamylase deficiency,Disorder,1,1,1,1.3871428571428572
665,Albright hereditary osteodystrophy,Disorder,0,0,0,
666,Osteogenesis imperfecta,Disorder,0,1,1,4.440714285714286
667,Autosomal recessive malignant osteopetrosis,Disorder,4,1,1,0.375
668,Osteosarcoma,Disorder,3,1,1,0.95
669,OBSOLETE: Otopalatodigital syndrome,Disorder,0,0,0,
670,PIBIDS syndrome,Disorder,0,0,0,
671,Primary cutis verticis gyrata,Group of disorders,0,1,1,0.0
672,Pallister-Hall syndrome,Disorder,1,1,1,50.0
673,Malaria,Disorder,0,1,1,3.646774193548387
674,Accessory pancreas,Disorder,0,1,1,0.0
675,Annular pancreas,Disorder,0,1,1,8.3625
676,Autosomal dominant hereditary chronic pancreatitis,Disorder,6,1,1,0.43333333333333335
677,Pancreatoblastoma,Disorder,0,1,1,4.619923076923077
678,Papillon-Lefèvre syndrome,Disorder,1,1,1,0.25
679,Malignant atrophic papulosis,Subtype of disorder,0,1,1,100.0
680,Normokalemic periodic paralysis,Disorder,0,0,0,
681,Hypokalemic periodic paralysis,Disorder,3,1,1,0.5533333333333333
682,Hyperkalemic periodic paralysis,Disorder,1,1,1,0.24333333333333332
683,Progressive supranuclear palsy,Disorder,0,1,1,4.358
684,Paramyotonia congenita of Von Eulenburg,Disorder,1,1,1,0.27749999999999997
685,Hereditary spastic paraplegia,Group of disorders,0,1,1,4.635
699,Pearson syndrome,Disorder,0,1,1,97.002
700,Alopecia totalis,Disorder,0,1,1,10.5
701,Alopecia universalis,Disorder,1,1,1,25.0
702,Pelizaeus-Merzbacher disease,Disorder,0,1,1,0.24333333333333332
703,Bullous pemphigoid,Disorder,2,1,1,9.991666666666667
704,Pemphigus vulgaris,Disorder,0,1,1,3.691
705,Pendred syndrome,Disorder,3,1,1,7.0
706,NON RARE IN EUROPE: Patent arterial duct,Disorder,0,0,0,
707,Plague,Disorder,0,1,1,49.44
708,Peters anomaly,Disorder,5,1,1,30.0
709,Peters plus syndrome,Disorder,1,1,1,50.0
710,Pfeiffer syndrome,Disorder,0,1,1,0.43333333333333335
711,Glycogen storage disease due to phosphoglucomutase deficiency,Disorder,0,0,0,
712,Hemolytic anemia due to glucophosphate isomerase deficiency,Disorder,1,1,1,25.0
713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,Disorder,1,1,1,15.0
714,Hemolytic anemia due to diphosphoglycerate mutase deficiency,Disorder,1,1,1,
715,Glycogen storage disease due to muscle phosphorylase kinase deficiency,Disorder,2,1,1,15.0
716,Phenylketonuria,Disorder,0,1,1,8.941077669902914
717,OBSOLETE: Catecholamine-producing tumor,Group of disorders,0,0,0,
718,Isolated Pierre Robin sequence,Disorder,1,1,1,4.826666666666667
719,OBSOLETE: Pili canulati,Disorder,0,0,0,
720,Pili bifurcati,Disorder,0,1,1,0.0
721,Gray platelet syndrome,Disorder,1,1,1,30.0
722,Hypoplasminogenemia,Disorder,1,1,1,0.16
723,Pneumocystosis,Disorder,0,1,1,0.0
724,Idiopathic acute eosinophilic pneumonia,Disorder,0,1,1,50.0
725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,Disorder,2,1,1,0.0
726,Alpers-Huttenlocher syndrome,Disorder,1,1,1,0.385
727,Microscopic polyangiitis,Disorder,0,1,1,2.241157142857143
728,Relapsing polychondritis,Disorder,0,1,1,0.2582
729,Polycythemia vera,Disorder,1,1,1,20.633333333333333
730,Autosomal dominant polycystic kidney disease,Disorder,9,1,1,39.6
731,Autosomal recessive polycystic kidney disease,Disorder,2,1,1,2.5
732,Polymyositis,Disorder,0,1,1,3.049375
733,Familial adenomatous polyposis,Disorder,0,1,1,6.651666666666666
734,Alpha delta granule deficiency,Disorder,1,1,1,
735,Porokeratosis of Mibelli,Disorder,2,1,1,0.0
736,Palmoplantar porokeratosis of Mantoux,Disorder,0,0,0,
737,Porokeratosis plantaris palmaris et disseminata,Disorder,0,1,1,0.0
738,Porphyria,Group of disorders,0,1,1,2.1566666666666667
739,Prader-Willi syndrome,Disorder,0,1,1,2.1993125
740,Hutchinson-Gilford progeria syndrome,Disorder,2,1,1,0.015000000000000001
741,Familial mitral valve prolapse,Disorder,1,1,1,
742,Prolidase deficiency,Disorder,1,1,1,30.026666666666667
743,Severe hereditary thrombophilia due to congenital protein S deficiency,Disorder,1,1,1,0.0
744,Proteus syndrome,Disorder,1,1,1,0.0
745,Severe hereditary thrombophilia due to congenital protein C deficiency,Disorder,1,1,1,0.08
746,Mitochondrial trifunctional protein deficiency,Disorder,2,1,1,33.666666666666664
747,Autoimmune pulmonary alveolar proteinosis,Disorder,1,1,1,1.5430000000000001
748,Mendelian susceptibility to mycobacterial diseases,Group of disorders,0,1,1,0.0
749,Congenital prekallikrein deficiency,Disorder,1,1,1,40.0
750,Pseudoachondroplasia,Disorder,1,1,1,3.3
751,NON RARE IN EUROPE: Pseudoarylsulfatase A deficiency,Disorder,0,0,0,
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",Disorder,1,1,1,0.68
753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency",Disorder,1,1,1,0.0
754,Androgen insensitivity syndrome,Group of disorders,0,1,1,1.2874999999999999
755,Leydig cell hypoplasia,Disorder,0,1,1,35.0
756,Pseudohypoaldosteronism type 1,Disorder,0,1,1,1.06
757,Pseudohypoaldosteronism type 2,Disorder,0,1,1,90.0
758,Pseudoxanthoma elasticum,Disorder,2,1,1,2.5
759,NON RARE IN EUROPE: Central precocious puberty,Disorder,0,0,0,
760,Purine nucleoside phosphorylase deficiency,Disorder,1,1,1,36.0
761,Immunoglobulin A vasculitis,Disorder,0,1,1,17.78
763,Pycnodysostosis,Disorder,1,1,1,0.065
764,Pyomyositis,Disorder,0,1,1,0.0
765,Pyruvate dehydrogenase deficiency,Disorder,0,1,1,0.0
766,Hemolytic anemia due to red cell pyruvate kinase deficiency,Disorder,1,1,1,3.686666666666666
767,Polyarteritis nodosa,Disorder,0,1,1,1.5944444444444443
768,Congenital long QT syndrome,Group of disorders,0,1,1,0.0
769,Rabson-Mendenhall syndrome,Disorder,1,1,1,0.0
770,Rabies,Disorder,0,1,1,0.0
771,NON RARE IN EUROPE: Ulcerative colitis,Disorder,0,0,0,
772,Infantile Refsum disease,Disorder,13,1,1,0.0
773,Adult Refsum disease,Disorder,2,1,1,30.05
774,Hereditary hemorrhagic telangiectasia,Disorder,4,1,1,17.05
775,"OBSOLETE: X-linked intellectual disability, Martinez type",Disorder,0,0,0,
776,Lujan-Fryns syndrome,Disorder,3,1,1,0.0
777,X-linked non-syndromic intellectual disability,Subtype of disorder,30,1,1,0.0
778,Rett syndrome,Disorder,1,1,1,2.2409090909090907
779,Reynolds syndrome,Disorder,1,1,1,0.0
780,Rhabdomyosarcoma,Disorder,0,1,1,0.295
781,Q fever,Disorder,0,1,1,0.27291666666666664
782,Axenfeld-Rieger syndrome,Disorder,2,1,1,0.5
783,Rubinstein-Taybi syndrome,Disorder,0,1,1,0.4
785,Estrogen resistance syndrome,Disorder,1,1,1,1.0
786,Generalized glucocorticoid resistance syndrome,Disorder,1,1,1,0.0
790,Retinoblastoma,Disorder,0,1,1,0.8174827586206896
791,Retinitis pigmentosa,Disorder,88,1,1,22.254444444444445
792,X-linked retinoschisis,Disorder,1,1,1,4.62
793,SAPHO syndrome,Disorder,0,1,1,0.0
794,Saethre-Chotzen syndrome,Disorder,3,1,1,1.3333333333333333
795,Rare form of salmonellosis,Group of disorders,0,1,1,0.0
796,Sandhoff disease,Disorder,0,1,1,0.508888888888889
797,Sarcoidosis,Disorder,2,1,1,17.723382352941176
798,Schinzel-Giedion syndrome,Disorder,1,1,1,15.333333333333334
799,Schizencephaly,Disorder,0,1,1,1.005
800,Schwartz-Jampel syndrome,Disorder,1,1,1,64.5
801,Scleroderma,Group of disorders,0,1,1,107.38199999999999
802,NON RARE IN EUROPE: Multiple sclerosis,Disorder,0,0,0,
803,Amyotrophic lateral sclerosis,Disorder,36,1,1,3.1503030303030304
805,Tuberous sclerosis complex,Disorder,3,1,1,3.4833333333333334
806,Scott syndrome,Disorder,1,1,1,2.0
807,Sebastian syndrome,Subtype of disorder,0,0,0,
808,Seckel syndrome,Disorder,15,1,1,20.066666666666666
809,Mixed connective tissue disease,Disorder,0,1,1,1.4283333333333335
810,Shigellosis,Disorder,0,1,1,1.6123333333333332
811,Shwachman-Diamond syndrome,Disorder,3,1,1,0.5485714285714286
812,Sialidosis type 1,Disorder,1,1,1,0.0
813,Silver-Russell syndrome,Disorder,0,1,1,3.44
816,Sjögren-Larsson syndrome,Disorder,1,1,1,5.533333333333334
817,Peeling skin syndrome,Group of disorders,0,1,1,0.0
818,Smith-Lemli-Opitz syndrome,Disorder,1,1,1,2.241425
819,Smith-Magenis syndrome,Disorder,2,1,1,2.94
820,Sneddon syndrome,Disorder,1,1,1,0.2
821,Sotos syndrome,Disorder,2,1,1,1.9
822,Hereditary spherocytosis,Disorder,5,1,1,23.333333333333332
823,Spina bifida and other spinal dysraphisms,Group of disorders,0,1,1,20.04090909090909
824,Primary myelofibrosis,Disorder,4,1,1,2.0
825,NON RARE IN EUROPE: Ankylosing spondylitis,Disorder,0,0,0,
826,Sporotrichosis,Disorder,0,1,1,851.3333333333334
827,Stargardt disease,Disorder,5,1,1,13.0
828,Stickler syndrome,Disorder,1,1,1,2.77
829,Adult-onset Still disease,Disorder,0,1,1,2.36
830,NON RARE IN EUROPE: Stuccokeratosis,Disorder,0,0,0,
831,Congenital cervical spinal stenosis,Disorder,0,1,1,
832,Succinyl-CoA:3-oxoacid CoA transferase deficiency,Disorder,1,1,1,16.0
833,Encephalopathy due to sulfite oxidase deficiency,Disorder,0,1,1,50.0
834,Free sialic acid storage disease,Disorder,0,1,1,65.0
838,Susac syndrome,Disorder,0,1,1,152.0
839,"Congenital nephrotic syndrome, Finnish type",Disorder,1,1,1,6.1
840,Syringocystadenoma papilliferum,Disorder,1,1,1,365.0
841,Sebocystomatosis,Disorder,1,1,1,0.0
842,Testicular seminomatous germ cell tumor,Disorder,1,1,1,15.906666666666666
844,OBSOLETE: Lown-Ganong-Levine syndrome,Disorder,0,0,0,
845,Tay-Sachs disease,Disorder,0,1,1,2.4978571428571428
846,Alpha-thalassemia,Group of disorders,0,1,1,3.4333333333333336
847,X-linked alpha-thalassemia-intellectual disability syndrome,Disorder,1,1,1,100.0
848,Beta-thalassemia,Group of disorders,0,1,1,2.875
849,Glanzmann thrombasthenia,Disorder,2,1,1,0.0
850,May-Hegglin thrombocytopenia,Subtype of disorder,0,0,0,
851,Paris-Trousseau thrombocytopenia,Disorder,1,1,1,25.0
852,X-linked thrombocytopenia with normal platelets,Subtype of disorder,1,1,1,
853,Fetal and neonatal alloimmune thrombocytopenia,Disorder,6,1,1,53.1487
854,Non-malignant and non-cirrhotic portal vein thrombosis,Disorder,0,1,1,1.7740000000000002
855,NON RARE IN EUROPE: Hashimoto thyroiditis,Disorder,0,0,0,
856,NON RARE IN EUROPE: Tourette syndrome,Disorder,0,0,0,
857,Townes-Brocks syndrome,Disorder,2,1,1,0.21
858,Congenital toxoplasmosis,Disorder,0,1,1,90.67857142857143
859,Transcobalamin deficiency,Disorder,1,1,1,20.0
860,Congenitally uncorrected transposition of the great arteries,Disorder,0,1,1,16.416666666666668
861,Treacher-Collins syndrome,Disorder,4,1,1,1.5883333333333336
