OrphaCode,Name,DisorderGroup,gene_count,onset_count,inheritance_count,avg_prevalence,log_avg_prevalence,has_prevalence_data,data_completeness_score,priority_score,priority_rank,priority_segment,kmeans_cluster,hierarchical_cluster,gmm_cluster,gmm_membership_confidence,is_anomaly,anomaly_score
791,Retinitis pigmentosa,Disorder,88,1,1,22.254444444444445,3.146496272665667,1,4,0.7226622735565407,1,Critical Priority,0,0,2,1.0,1,-0.09888536431559392
528084,Non-specific syndromic intellectual disability,Disorder,114,1,1,0.0,0.0,1,4,0.7,2,Critical Priority,0,0,2,1.0,1,-0.08288968462718582
227972,Toxic oil syndrome,Disorder,0,1,1,10000.0,9.210440366976517,1,3,0.625,3,Critical Priority,0,0,0,1.0,1,-0.017699558978112817
319218,Ebola hemorrhagic fever,Disorder,0,1,1,9406.666666666666,9.149280238671718,1,3,0.6230079086601303,4,Critical Priority,0,0,0,1.0,1,-0.017699558978112817
103909,Trehalase deficiency,Disorder,1,1,1,3850.0,8.25608813381491,1,4,0.6219852697727378,5,Critical Priority,0,0,2,1.0,0,0.002980641429566222
244,Primary ciliary dyskinesia,Disorder,53,1,1,24.5,3.2386784521643803,1,4,0.6182086664991603,6,Critical Priority,0,0,2,1.0,1,-0.0967268144390997
454745,Kuru,Disorder,1,1,1,1350.0,7.208600337960199,1,4,0.587866777470988,7,Critical Priority,0,0,2,1.0,0,0.003272195267384981
154,Familial isolated dilated cardiomyopathy,Disorder,53,1,1,8.803333333333333,2.282722463897794,1,4,0.5870715237509989,8,Critical Priority,0,0,2,1.0,1,-0.08765476924188054
2309,Pachyonychia congenita,Disorder,4,1,1,500.045,6.216695917410539,1,4,0.5647692583178744,9,Critical Priority,0,0,2,1.0,1,-0.0370840498725985
536,Systemic lupus erythematosus,Disorder,30,1,1,35.98,3.610377225958979,1,4,0.5597015044484992,10,Critical Priority,0,0,2,1.0,1,-0.08987159681240764
576074,Middle East respiratory syndrome,Disorder,0,1,1,1306.5,7.175872195939078,1,3,0.5587305897446904,11,Critical Priority,0,0,0,1.0,1,-0.01604639885628134
64,Alström syndrome,Disorder,1,1,1,475.0,6.16541785423142,1,4,0.5538885166442078,12,Critical Priority,0,0,2,1.0,0,0.013850543217134192
93616,Hemoglobin H disease,Disorder,2,1,1,402.9333333333333,6.001249847842779,1,4,0.5516114556908097,13,Critical Priority,0,0,2,1.0,1,-0.00011719354359462919
1359,Carney complex,Disorder,2,1,1,375.0,5.929589143389895,1,4,0.5492773423933668,14,Critical Priority,0,0,2,1.0,0,2.929838589871281e-05
840,Syringocystadenoma papilliferum,Disorder,1,1,1,365.0,5.902633333401366,1,4,0.5453291695220359,15,Critical Priority,0,0,2,1.0,0,0.015383577619115796
826,Sporotrichosis,Disorder,0,1,1,851.3333333333334,6.747977686623077,1,3,0.5447933242416143,16,Critical Priority,0,0,0,1.0,1,-0.011763856349700785
130,Brugada syndrome,Disorder,22,1,1,47.5,3.8815637979434374,1,4,0.5439731174246973,17,Critical Priority,0,0,2,1.0,1,-0.07949496548329393
974,Adams-Oliver syndrome,Disorder,6,1,1,199.22,5.2994167619913375,1,4,0.5410322379010286,18,Critical Priority,0,0,2,1.0,1,-0.041572044545051146
3261,Autoimmune lymphoproliferative syndrome,Disorder,3,1,1,250.0,5.5254529391317835,1,4,0.539184101486298,19,Critical Priority,0,0,2,1.0,1,-0.006395646816514167
167,Chédiak-Higashi syndrome,Disorder,1,1,1,250.0,5.5254529391317835,1,4,0.5330437506091051,20,Critical Priority,0,0,2,1.0,0,0.036138496465598524
530,Lipoid proteinosis,Disorder,1,1,1,250.0,5.5254529391317835,1,4,0.5330437506091051,20,Critical Priority,0,0,2,1.0,0,0.036138496465598524
1465,Coffin-Siris syndrome,Disorder,11,1,1,95.0,4.564348191467836,1,4,0.5324406582330217,21,Critical Priority,0,0,2,1.0,1,-0.05782268771129251
85448,AGel amyloidosis,Disorder,1,1,1,237.5,5.474369310328396,1,4,0.5313798683157065,22,Critical Priority,0,0,2,1.0,0,0.0396304928495147
22,Succinic semialdehyde dehydrogenase deficiency,Disorder,1,1,1,225.1,5.420977379283924,1,4,0.5296408006191421,23,Critical Priority,0,0,2,1.0,0,0.041521162261998645
101016,Romano-Ward syndrome,Disorder,19,1,1,40.0,3.713572066704308,1,4,0.5292908093738633,24,Critical Priority,0,0,2,1.0,1,-0.07286732550291619
251877,Ganglioneuroblastoma,Disorder,1,1,1,212.5,5.363636832668679,1,4,0.5277731196723927,25,Critical Priority,0,0,2,1.0,0,0.044431777951347895
627,Nance-Horan syndrome,Disorder,1,1,1,212.0,5.3612921657094255,1,4,0.5276967498073536,26,Critical Priority,0,0,2,1.0,0,0.04456822393888704
158014,Rosaï-Dorfman disease,Disorder,0,1,1,500.0,6.2166061010848646,1,3,0.5274856310901529,27,Critical Priority,0,0,0,1.0,1,-0.003473780335653043
692305,Triglyceride deposit cardiomyovasculopathy,Disorder,0,1,1,495.5,6.2075834834852275,1,3,0.5271917488030913,28,Critical Priority,0,0,0,1.0,1,-0.003473780335653043
2138,"46,XX ovotesticular difference of sex development",Disorder,3,1,1,167.5,5.126935749792416,1,4,0.5262037061915771,29,Critical Priority,0,0,2,1.0,0,0.013433275555814639
289,Ellis Van Creveld syndrome,Disorder,6,1,1,125.375,4.839253677340635,1,4,0.5260439289934353,30,Critical Priority,0,0,2,1.0,1,-0.022017986776688203
649,Norrie disease,Disorder,1,1,1,200.0,5.303304908059076,1,4,0.5258080043617528,31,Critical Priority,0,0,2,1.0,0,0.04887104276585663
1980,Bilateral striopallidodentate calcinosis,Disorder,8,1,1,100.0,4.61512051684126,1,4,0.5248838745185783,32,Critical Priority,0,0,2,1.0,1,-0.03607637281640863
98873,Congenital dyserythropoietic anemia type II,Disorder,1,1,1,188.5,5.244389024522481,1,4,0.5238890119621765,33,Critical Priority,0,0,2,1.0,0,0.0547761747495612
2065,Galloway-Mowat syndrome,Disorder,10,1,1,79.55,4.388878109622984,1,4,0.5236551182237802,34,Critical Priority,0,0,2,1.0,1,-0.048214158956926045
199306,Cleft lip/palate,Disorder,13,1,1,58.5,4.085976312551584,1,4,0.5229996082263407,35,Critical Priority,0,0,2,1.0,1,-0.0573230152255888
1915,Fetal alcohol syndrome,Disorder,0,1,1,434.7125,6.0769826221770895,1,3,0.5229378524820294,36,Critical Priority,0,0,0,1.0,1,-0.0002194090317690911
500,Noonan syndrome with multiple lentigines,Disorder,3,1,1,148.0,5.003946305945459,1,4,0.5221977269241385,37,Critical Priority,0,0,2,1.0,0,0.01626240118295763
443167,NUT midline carcinoma,Disorder,2,1,1,155.0001,5.0498566482749725,1,4,0.5206229308756781,38,Critical Priority,0,0,2,1.0,0,0.04176638304996039
1055,Congenital left ventricular aneurysm,Disorder,0,1,1,404.5,6.005120873555468,1,3,0.5205971908276983,39,Critical Priority,0,0,0,1.0,0,0.00022003679511173324
83312,Rickettsialpox,Disorder,0,1,1,400.0,5.993961427306569,1,3,0.5202337083294375,40,Critical Priority,0,0,0,1.0,0,0.00022003679511173324
51608,Generalized arterial calcification of infancy,Disorder,2,1,1,150.15,5.018272721225467,1,4,0.5195941876519747,41,Critical Priority,0,0,2,1.0,0,0.041629305095426505
2856,Persistent Müllerian duct syndrome,Disorder,2,1,1,150.0,5.017279836814924,1,4,0.5195618476865339,42,Critical Priority,0,0,2,1.0,0,0.041629305095426505
1556,Cutis marmorata telangiectatica congenita,Disorder,2,1,1,150.0,5.017279836814924,1,4,0.5195618476865339,42,Critical Priority,0,0,2,1.0,0,0.041629305095426505
550,MELAS,Disorder,14,1,1,47.682,3.8853093519097226,1,4,0.5195337130978445,43,Critical Priority,0,0,2,1.0,1,-0.060211627492268716
412206,Primary failure of tooth eruption,Disorder,1,1,1,157.0,5.062595033026967,1,4,0.5179676666979265,44,Critical Priority,0,0,2,1.0,0,0.06594298125514064
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Disorder,4,1,1,115.0,4.7535901911063645,1,4,0.5171133699561175,45,Critical Priority,0,0,2,1.0,0,0.013931013626064304
163721,Rolandic epilepsy-speech dyspraxia syndrome,Disorder,2,1,1,138.5,4.93806460126142,1,4,0.5169816702227876,46,Critical Priority,0,0,2,1.0,0,0.049531558832654365
220,Denys-Drash syndrome,Disorder,1,1,1,150.0,5.017279836814924,1,4,0.5164916722479374,47,Critical Priority,0,0,2,1.0,0,0.06694946036812299
2092,Focal dermal hypoplasia,Disorder,1,1,1,150.0,5.017279836814924,1,4,0.5164916722479374,47,Critical Priority,0,0,2,1.0,0,0.06694946036812299
370396,Small cell carcinoma of the ovary,Disorder,1,1,1,150.0,5.017279836814924,1,4,0.5164916722479374,47,Critical Priority,0,0,2,1.0,0,0.06694946036812299
184,Cherubism,Disorder,1,1,1,150.0,5.017279836814924,1,4,0.5164916722479374,47,Critical Priority,0,0,2,1.0,0,0.06694946036812299
1328,Camurati-Engelmann disease,Disorder,1,1,1,150.0,5.017279836814924,1,4,0.5164916722479374,47,Critical Priority,0,0,2,1.0,0,0.06694946036812299
1949,Self-limited neonatal epilepsy,Disorder,2,1,1,136.0,4.919980925828125,1,4,0.5163926535836441,48,Critical Priority,0,0,2,1.0,0,0.05138905540017791
98434,Hereditary combined deficiency of vitamin K-dependent clotting factors,Disorder,2,1,1,136.0,4.919980925828125,1,4,0.5163926535836441,48,Critical Priority,0,0,2,1.0,0,0.05138905540017791
50918,Kikuchi-Fujimoto disease,Disorder,0,1,1,350.75933333333336,5.862947229639161,1,3,0.5159663489270419,49,Critical Priority,0,0,0,1.0,0,0.0036356636345040716
33364,Trichothiodystrophy,Disorder,9,1,1,67.03999999999999,4.220095767527661,1,4,0.5150874094848059,50,Critical Priority,0,0,2,1.0,1,-0.0331840041809599
363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,Disorder,1,1,1,141.5,4.959341999708705,1,4,0.5146045365150809,51,Critical Priority,0,0,2,1.0,0,0.07176191417369682
576278,SATB2-associated syndrome,Disorder,0,1,1,335.6,5.8188952817567055,1,3,0.514531500663747,52,Critical Priority,0,0,0,1.0,0,0.0056275054418365444
373,Simpson-Golabi-Behmel syndrome,Disorder,2,1,1,125.0,4.836281906951478,1,4,0.5136664315288308,53,Critical Priority,0,0,2,1.0,0,0.05786280661362664
163634,Maffucci syndrome,Disorder,2,1,1,125.0,4.836281906951478,1,4,0.5136664315288308,53,Critical Priority,0,0,2,1.0,0,0.05786280661362664
98954,Meesmann corneal dystrophy,Disorder,2,1,1,125.0,4.836281906951478,1,4,0.5136664315288308,53,Critical Priority,0,0,2,1.0,0,0.05786280661362664
2510,Micro syndrome,Disorder,4,1,1,101.5,4.629862798578463,1,4,0.5130833544216317,54,Critical Priority,0,0,2,1.0,0,0.01901059808822214
648,Noonan syndrome,Disorder,15,1,1,35.0,3.58351893845611,1,4,0.5127740519131347,55,Critical Priority,0,0,2,1.0,1,-0.05866048168128479
442835,Non-specific early-onset epileptic encephalopathy,Disorder,53,1,1,0.0,0.0,1,4,0.512719298245614,56,Critical Priority,0,0,2,1.0,1,-0.07812931746274676
1340,Cardiofaciocutaneous syndrome,Disorder,4,1,1,100.04,4.6155164780422355,1,4,0.5126160699065178,57,Critical Priority,0,0,2,1.0,0,0.02099077995805021
252202,Constitutional mismatch repair deficiency syndrome,Disorder,4,1,1,100.0,4.61512051684126,1,4,0.5126031727641923,58,Critical Priority,0,0,2,1.0,0,0.02099077995805021
302,Inherited epidermodysplasia verruciformis,Disorder,4,1,1,100.0,4.61512051684126,1,4,0.5126031727641923,58,Critical Priority,0,0,2,1.0,0,0.02099077995805021
317,Erythrokeratodermia variabilis,Disorder,4,1,1,100.0,4.61512051684126,1,4,0.5126031727641923,58,Critical Priority,0,0,2,1.0,0,0.02099077995805021
71290,Familial platelet disorder with associated myeloid malignancy,Disorder,1,1,1,129.5,4.871373226762748,1,4,0.5117392411728071,59,Critical Priority,0,0,2,1.0,0,0.08234742917700233
2908,Kindler epidermolysis bullosa,Disorder,1,1,1,125.1,4.837075242970874,1,4,0.5106220964188545,60,Critical Priority,0,0,2,1.0,0,0.08665599759276332
77258,Trichorhinophalangeal syndrome type 1,Disorder,1,1,1,125.0,4.836281906951478,1,4,0.5105962560902343,61,Critical Priority,0,0,2,1.0,0,0.08665599759276332
398069,Schaaf-Yang syndrome,Disorder,1,1,1,125.0,4.836281906951478,1,4,0.5105962560902343,61,Critical Priority,0,0,2,1.0,0,0.08665599759276332
79501,Punctate palmoplantar keratoderma type 1,Disorder,2,1,1,110.9225,4.717806667491596,1,4,0.5098074877192166,62,Critical Priority,0,0,2,1.0,0,0.06557056869203581
2710,Oculodentodigital dysplasia,Disorder,1,1,1,121.5,4.808111029984782,1,4,0.5096786818208964,63,Critical Priority,0,0,2,1.0,0,0.09072889922167848
2616,3M syndrome,Disorder,3,1,1,100.0,4.61512051684126,1,4,0.5095329973255959,64,Critical Priority,0,0,2,1.0,0,0.04354437390061061
261183,15q11.2 microdeletion syndrome,Disorder,3,1,1,100.0,4.61512051684126,1,4,0.5095329973255959,64,Critical Priority,0,0,2,1.0,0,0.04354437390061061
572,Immunodeficiency by defective expression of MHC class II,Disorder,4,1,1,89.5,4.505349850705881,1,4,0.5090277519885814,65,Critical Priority,0,0,2,1.0,0,0.026316733537082637
139441,Hypomyelination with atrophy of basal ganglia and cerebellum,Disorder,2,1,1,108.0,4.6913478822291435,1,4,0.5089456792429145,66,Critical Priority,0,0,2,1.0,0,0.06557056869203581
140957,Autosomal dominant macrothrombocytopenia,Disorder,10,1,1,50.0,3.9318256327243257,1,4,0.5087681271998529,67,Critical Priority,0,0,2,1.0,1,-0.032801441077014326
71276,Silent sinus syndrome,Disorder,0,1,1,279.0,5.634789603169249,1,3,0.5085348597458743,68,Critical Priority,0,0,0,1.0,0,0.012344047051535023
99825,Nipah virus disease,Disorder,0,1,1,278.0,5.631211781821365,1,3,0.5084183239059363,69,Critical Priority,0,0,0,1.0,0,0.012344047051535023
454836,Avian influenza,Disorder,0,1,1,275.3333333333333,5.621607866467185,1,3,0.5081055077439008,70,Critical Priority,0,0,0,1.0,0,0.014287006045025863
1270,Bowen-Conradi syndrome,Disorder,1,1,1,113.66666666666669,4.742029368705289,1,4,0.5075262876253999,71,Critical Priority,0,0,2,1.0,0,0.09618913612752222
2796,Pachydermoperiostosis,Disorder,2,1,1,102.0,4.634728988229636,1,4,0.5071015037721354,72,Critical Priority,0,0,2,1.0,0,0.06999276170138036
803,Amyotrophic lateral sclerosis,Disorder,36,1,1,3.1503030303030304,1.4231813509269517,1,4,0.5068817980755221,73,Critical Priority,0,0,2,1.0,1,-0.08058036071592367
232,Sickle cell anemia,Disorder,1,1,1,110.96885,4.718220707611164,1,4,0.5067507982846462,74,Critical Priority,0,0,2,1.0,0,0.09617062416604993
83469,Desmoplastic small round cell tumor,Disorder,2,1,1,100.0,4.61512051684126,1,4,0.5064628218869994,75,Critical Priority,0,0,2,1.0,0,0.07276664582090042
3197,Hereditary hyperekplexia,Disorder,5,1,1,75.0,4.330733340286331,1,4,0.5064103651566824,76,Critical Priority,0,0,2,1.0,0,0.016119496443283254
576379,Iatrogenic Creutzfeldt-Jakob disease,Disorder,0,1,1,258.0,5.556828061699537,1,3,0.505995517270484,77,Critical Priority,0,0,0,0.9999999999999982,0,0.017858425554360013
1727,22q11.2 duplication syndrome,Disorder,1,1,1,108.0,4.6913478822291435,1,4,0.505875503804318,78,Critical Priority,0,0,2,1.0,0,0.09695579328817927
59,Allan-Herndon-Dudley syndrome,Disorder,1,1,1,106.66666666666669,4.679040034554547,1,4,0.5054746158819969,79,Critical Priority,0,0,2,1.0,0,0.09884035194797391
99826,Marburg hemorrhagic fever,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
35687,Erdheim-Chester disease,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
42642,PFAPA syndrome,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
2930,Cronkhite-Canada syndrome,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
2909,Rothmund-Thomson syndrome,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
73256,Central neurocytoma,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
26,Methylmalonic acidemia with homocystinuria,Disorder,0,1,1,250.0,5.5254529391317835,1,3,0.5049735751705087,80,Critical Priority,0,0,0,0.9999999999999982,0,0.019983314827496268
163596,Hemoglobin Bart's fetalis syndrome,Disorder,2,1,1,94.2,4.55597994179732,1,4,0.5045365108957469,81,Critical Priority,0,0,2,1.0,0,0.07792594744384818
1059,Blue rubber bleb nevus,Disorder,1,1,1,103.5,4.6491870714048655,1,4,0.5045022531514357,82,Critical Priority,0,0,2,1.0,0,0.10398643593701529
125,Bloom syndrome,Disorder,1,1,1,100.69333333333331,4.621961748627928,1,4,0.5036154772202474,83,Critical Priority,0,0,2,1.0,0,0.10614649800929088
41,Dyschromatosis symmetrica hereditaria,Disorder,1,1,1,100.5,4.620058798481842,1,4,0.5035534948370952,84,Critical Priority,0,0,2,1.0,0,0.10604212357619747
1300,Autosomal dominant popliteal pterygium syndrome,Disorder,1,1,1,100.15,4.6166045636137545,1,4,0.5034409844229197,85,Critical Priority,0,0,2,1.0,0,0.10604212357619747
1986,Gollop-Wolfgang complex,Disorder,1,1,1,100.05,4.61561544384963,1,4,0.5034087670785351,86,Critical Priority,0,0,2,1.0,0,0.10616467622489711
3071,Costello syndrome,Disorder,1,1,1,100.02666666666666,4.615384508395063,1,4,0.5034012451106802,87,Critical Priority,0,0,2,1.0,0,0.10628720123756485
99742,Amish lethal microcephaly,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
193,Cohen syndrome,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
75563,X-linked sideroblastic anemia,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
1063,Tufted angioma,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
457,Harlequin ichthyosis,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
98902,Amish nemaline myopathy,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
575,Muckle-Wells syndrome,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
1540,Jackson-Weiss syndrome,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
559,Marinesco-Sjögren syndrome,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
523,Hereditary leiomyomatosis and renal cell cancer,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
847,X-linked alpha-thalassemia-intellectual disability syndrome,Disorder,1,1,1,100.0,4.61512051684126,1,4,0.5033926464484029,88,Critical Priority,0,0,2,1.0,0,0.10628720123756485
37042,Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,Disorder,1,1,1,97.5,4.590056548178043,1,4,0.5025762695652818,89,Critical Priority,0,0,2,1.0,0,0.10779615228168615
685017,Combined immunodeficiency due to TBX1 deficiency,Disorder,1,1,1,97.5,4.590056548178043,1,4,0.5025762695652818,89,Critical Priority,0,0,2,1.0,0,0.10779615228168615
599373,STXBP1-related encephalopathy,Disorder,1,1,1,94.56283333333332,4.559783971801793,1,4,0.5015902393049441,90,Critical Priority,0,0,2,1.0,0,0.11190449157600812
686488,RNU4-2-related autosomal dominant neurodevelopmental disorder,Disorder,1,1,1,94.5,4.5591262474866845,1,4,0.5015688160844822,91,Critical Priority,0,0,2,1.0,0,0.11175808215828964
293381,Epithelial recurrent erosion dystrophy,Disorder,1,1,1,93.0,4.543294782270004,1,4,0.501053157834087,92,Critical Priority,0,0,2,1.0,0,0.11308015220853374
31150,Tangier disease,Disorder,1,1,1,92.5,4.537961436294641,1,4,0.5008794415155551,93,Critical Priority,0,0,2,1.0,0,0.11308015220853374
139411,Carney triad,Disorder,3,1,1,75.0,4.330733340286331,1,4,0.5002700142794894,94,Critical Priority,0,0,2,1.0,0,0.05598748504473039
1475,Renal coloboma syndrome,Disorder,1,1,1,90.0,4.51085950651685,1,4,0.4999966847081294,95,Critical Priority,0,0,2,1.0,0,0.11363918038079812
319552,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,Disorder,1,1,1,90.0,4.51085950651685,1,4,0.4999966847081294,95,Critical Priority,0,0,2,1.0,0,0.11363918038079812
2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,Disorder,1,1,1,90.0,4.51085950651685,1,4,0.4999966847081294,95,Critical Priority,0,0,2,1.0,0,0.11363918038079812
98784,Sleep-related hypermotor epilepsy,Disorder,7,1,1,50.0,3.9318256327243257,1,4,0.4995576008840634,96,Critical Priority,0,0,2,1.0,1,-0.0015886617345647336
1522,Craniometaphyseal dysplasia,Disorder,2,1,1,80.0,4.394449154672439,1,4,0.4992751733042011,97,Critical Priority,0,0,2,1.0,0,0.08195199569629219
3303,Tetralogy of Fallot,Disorder,13,1,1,27.544,3.351446756397599,1,4,0.4990747079972183,98,Critical Priority,0,0,2,1.0,1,-0.0465319095567126
98960,Thiel-Behnke corneal dystrophy,Disorder,1,1,1,86.5,4.471638793363569,1,4,0.49871919813016163,99,Critical Priority,0,0,2,1.0,0,0.11517096041978203
853,Fetal and neonatal alloimmune thrombocytopenia,Disorder,6,1,1,53.1487,3.9917339657719295,1,4,0.4984387436450527,100,Critical Priority,0,0,2,1.0,0,0.013307018719875052
730,Autosomal dominant polycystic kidney disease,Disorder,9,1,1,39.6,3.703768066607687,1,4,0.4982697217191514,101,Critical Priority,0,0,2,1.0,1,-0.019819118356141918
2132,Hemoglobin C disease,Disorder,1,1,1,85.155,4.456147999595063,1,4,0.4982146361390527,102,Critical Priority,0,0,2,1.0,0,0.1151918960232935
60040,Megalencephaly-capillary malformation-polymicrogyria syndrome,Disorder,1,1,1,85.0,4.454347296253507,1,4,0.49815598411146855,103,Critical Priority,0,0,2,1.0,0,0.1151918960232935
48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome,Disorder,1,1,1,85.0,4.454347296253507,1,4,0.49815598411146855,103,Critical Priority,0,0,2,1.0,0,0.1151918960232935
1713,17p11.2 microduplication syndrome,Disorder,1,1,1,85.0,4.454347296253507,1,4,0.49815598411146855,103,Critical Priority,0,0,2,1.0,0,0.1151918960232935
411593,Insulin autoimmune syndrome,Disorder,0,1,1,202.0085,5.313247850086365,1,3,0.49806168777130455,104,Critical Priority,0,0,0,0.9999999999999609,0,0.031929076744754536
352540,Oncogenic osteomalacia,Disorder,0,1,1,200.35,5.305044687297463,1,3,0.4977944965471483,105,Critical Priority,0,0,0,0.9999999999999556,0,0.03262508970968592
3348,Tracheobronchopathia osteochondroplastica,Disorder,0,1,1,200.0,5.303304908059076,1,3,0.4977378289231563,106,Critical Priority,0,0,0,0.9999999999999556,0,0.03248594989799791
662,Lymphedema with yellow nails,Disorder,0,1,1,200.0,5.303304908059076,1,3,0.4977378289231563,106,Critical Priority,0,0,0,0.9999999999999556,0,0.03248594989799791
35125,Epidermal nevus syndrome,Disorder,0,1,1,200.0,5.303304908059076,1,3,0.4977378289231563,106,Critical Priority,0,0,0,0.9999999999999556,0,0.03248594989799791
228346,CLN3 disease,Disorder,0,1,1,200.0,5.303304908059076,1,3,0.4977378289231563,106,Critical Priority,0,0,0,0.9999999999999556,0,0.03248594989799791
98869,Congenital dyserythropoietic anemia type I,Disorder,2,1,1,75.125,4.332376726030061,1,4,0.49725336676176046,107,Critical Priority,0,0,2,1.0,0,0.08657142660854455
501,Lafora disease,Disorder,2,1,1,75.03,4.331127999240345,1,4,0.49721269356677855,108,Critical Priority,0,0,2,1.0,0,0.08657142660854455
314777,Familial isolated pituitary adenoma,Disorder,2,1,1,75.0,4.330733340286331,1,4,0.4971998388408929,109,Critical Priority,0,0,2,1.0,0,0.08657142660854455
2332,KBG syndrome,Disorder,1,1,1,82.0,4.418840607796598,1,4,0.4969994697524739,110,Critical Priority,0,0,2,1.0,0,0.1159147556479122
238606,Primary orthostatic tremor,Disorder,0,1,1,195.0,5.278114659230518,1,3,0.4969173388762675,111,Critical Priority,0,0,0,0.9999999999999378,0,0.033181335262259526
589618,Dystonia 28,Disorder,1,1,1,80.0,4.394449154672439,1,4,0.4962049978656047,112,Critical Priority,0,0,2,1.0,0,0.11788718049217639
83453,Vulvovaginal gingival syndrome,Disorder,0,1,1,190.0,5.25227342804663,1,3,0.4960756452062273,113,Critical Priority,0,0,0,0.9999999999999112,0,0.03619603440519292
808,Seckel syndrome,Disorder,15,1,1,20.066666666666663,3.047692012484702,1,4,0.49532124060480953,114,Critical Priority,0,0,2,1.0,1,-0.05006559817257139
585,Multiple sulfatase deficiency,Disorder,1,1,1,77.1,4.35799005684564,1,4,0.4950174618833669,115,Critical Priority,0,0,2,1.0,0,0.12143850178393545
300324,Persistent polyclonal B-cell lymphocytosis,Disorder,1,1,1,77.0,4.356708826689592,1,4,0.494975729997431,116,Critical Priority,0,0,2,1.0,0,0.12143850178393545
586,Cystic fibrosis,Disorder,19,1,1,13.012004838709675,2.6399144506613066,1,4,0.49431992068891395,117,Critical Priority,0,0,2,1.0,1,-0.0562114345412813
329481,Lipoprotein glomerulopathy,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
140944,CLOVES syndrome,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
52503,X-linked creatine transporter deficiency,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
1297,Branchio-oculo-facial syndrome,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
3103,Roberts syndrome,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
71518,Benign paroxysmal torticollis of infancy,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
2637,Microcephalic osteodysplastic primordial dwarfism type II,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
35069,Infantile neuroaxonal dystrophy,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
28378,Tyrosinemia type 2,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
