OrphaCode,Name,DisorderGroup,gene_count,onset_count,inheritance_count,avg_prevalence,log_avg_prevalence,has_prevalence_data,data_completeness_score,priority_score,priority_rank,priority_segment,kmeans_cluster,hierarchical_cluster,gmm_cluster,gmm_membership_confidence,is_anomaly,anomaly_score
101085,Charcot-Marie-Tooth disease type 1F,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
268129,Spheroid body myopathy,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
247585,Citrullinemia type II,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
247598,Neonatal intrahepatic cholestasis due to citrin deficiency,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
247768,Müllerian aplasia and hyperandrogenism,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
2377,Laurence-Moon syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1309,Medullary sponge kidney,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
94122,"Cerebellar ataxia, Cayman type",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
284979,Neonatal Marfan syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
79443,Pseudohypoparathyroidism type 1A,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
79444,Pseudohypoparathyroidism type 1C,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
79445,Pseudopseudohypoparathyroidism,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
79455,Cutaneous mastocytoma,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
391474,Frontorhiny,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
247378,Autosomal recessive secondary polycythemia not associated with VHL gene,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
98962,Granular corneal dystrophy type I,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
743,Severe hereditary thrombophilia due to congenital protein S deficiency,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
2348,"Familial partial lipodystrophy, Dunnigan type",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
79644,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
83454,Glomuvenous malformation,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
83461,Congenital primary aphakia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
93404,Syndactyly type 3,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1170,Autosomal recessive cerebelloparenchymal disorder type 3,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1175,X-linked progressive cerebellar ataxia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
206549,Anoctamin-5-related limb-girdle muscular dystrophy R12,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
397685,Familial hyperprolactinemia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
468726,Severe primary trimethylaminuria,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1180,Ataxia-hypogonadism-choroidal dystrophy syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1168,Ataxia-oculomotor apraxia type 1,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
2508,Corpus callosum agenesis-abnormal genitalia syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
90044,Familial pseudohyperkalemia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
101082,Charcot-Marie-Tooth disease type 1B,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
101083,Charcot-Marie-Tooth disease type 1C,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
812,Sialidosis type 1,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
404560,Familial atypical multiple mole melanoma syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
505,Graham Little-Piccardi-Lassueur syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
171706,Short stature-delayed bone age due to thyroid hormone metabolism deficiency,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1159,Progressive pseudorheumatoid dysplasia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
101075,X-linked Charcot-Marie-Tooth disease type 1,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
634475,Mosaic NF2-related schwannomatosis,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
85179,Infantile osteopetrosis with neuroaxonal dysplasia,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
85169,Familial digital arthropathy-brachydactyly,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
85166,"Platyspondylic dysplasia, Torrance type",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
841,Sebocystomatosis,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
93932,FG syndrome type 1,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
2588,Myhre syndrome,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
85128,Bothnia retinal dystrophy,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
174,"Metaphyseal chondrodysplasia, Schmid type",Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
1194,TMEM70-related mitochondrial encephalo-cardio-myopathy,Disorder,1,1,1,0.0,0.0,1,4,0.35307017543859653,1123,Low Priority,0,0,2,1.0,0,0.2402135060295444
889,Cutaneous small vessel vasculitis,Disorder,0,1,1,1.35,0.8544153281560676,1,3,0.35282978752740823,1124,Low Priority,0,0,3,0.9441500856207291,0,0.24484948315544858
325345,"46,XY ovotesticular difference of sex development",Disorder,0,1,1,1.3,0.832909122935104,1,3,0.3521292931634881,1125,Low Priority,0,0,3,0.9458700359841965,0,0.24556979867748419
611,Inclusion body myositis,Disorder,0,1,1,1.2985714285714285,0.8322878119489785,1,3,0.352109055988238,1126,Low Priority,0,0,3,0.9459180305415338,0,0.24556979867748419
570762,Infective endocarditis,Disorder,0,1,1,1.295,0.8307328435125084,1,3,0.3520584079722524,1127,Low Priority,0,0,3,0.9460377396613451,0,0.24556979867748419
580,Mucopolysaccharidosis type 2,Disorder,0,1,1,1.2814814814814814,0.8248250045351451,1,3,0.35186597942132625,1128,Low Priority,0,0,3,0.9464872797094972,0,0.24518276574954606
2038,Pulmonary arteriovenous malformation,Disorder,0,1,1,1.25,0.8109302162163288,1,3,0.3514134020928208,1129,Low Priority,0,0,3,0.9475122919045078,0,0.24537265697786842
2481,Neurocutaneous melanocytosis,Disorder,0,1,1,1.25,0.8109302162163288,1,3,0.3514134020928208,1129,Low Priority,0,0,3,0.9475122919045078,0,0.24537265697786842
636945,Invasive candidiasis,Disorder,0,1,1,1.25,0.8109302162163288,1,3,0.3514134020928208,1129,Low Priority,0,0,3,0.9475122919045078,0,0.24537265697786842
1600,Monosomy 18q syndrome,Disorder,0,1,1,1.25,0.8109302162163288,1,3,0.3514134020928208,1129,Low Priority,0,0,3,0.9475122919045078,0,0.24537265697786842
43,X-linked adrenoleukodystrophy,Disorder,0,1,1,1.2213,0.7980926100814397,1,3,0.35099525901963236,1130,Low Priority,0,0,3,0.9484202589817733,0,0.245460264201869
45452,Idiopathic neonatal atrial flutter,Disorder,0,1,1,1.2,0.7884573603642702,1,3,0.350681422243107,1131,Low Priority,0,0,3,0.9490778970933154,0,0.24664814318748463
583861,Isolated mesenteric vein thrombosis,Disorder,0,1,1,1.2000000000000002,0.7884573603642703,1,3,0.350681422243107,1131,Low Priority,0,0,3,0.9490778970933154,0,0.24664814318748463
71211,Neuromyelitis optica spectrum disorder,Disorder,0,1,1,1.1945709677419356,0.785986568535056,1,3,0.3506009442725398,1132,Low Priority,0,0,3,0.9492433182406697,0,0.24689781742828976
141145,Hemifacial hyperplasia,Disorder,0,1,1,1.16,0.7701082216960736,1,3,0.35008375900648303,1133,Low Priority,0,0,3,0.9502758113850174,0,0.2489122168509283
2911,Poland syndrome,Disorder,0,1,1,1.15,0.7654678421395714,1,3,0.34993261380478974,1134,Low Priority,0,0,3,0.9505677650157236,0,0.2486598256064685
200,Isolated corpus callosum agenesis,Disorder,0,1,1,1.1425,0.7619733714897978,1,3,0.34981879284149564,1135,Low Priority,0,0,3,0.9507847622836081,0,0.2489044368531203
275761,Lysosomal acid lipase deficiency,Disorder,0,1,1,1.135,0.7584666466805878,1,3,0.3497045727389982,1136,Low Priority,0,0,3,0.9510000752599356,0,0.2496131986734655
169147,Immunodeficiency due to a classical component pathway complement deficiency,Disorder,8,1,1,0.0,0.0,0,3,0.34956140350877196,1137,Low Priority,0,0,0,1.0,0,0.009494648925462035
512,Metachromatic leukodystrophy,Disorder,0,1,1,1.105,0.7443154671343447,1,3,0.3492436443040132,1138,Low Priority,0,0,3,0.9518445267226616,0,0.249429061952808
93323,Isolated fibular hemimelia,Disorder,0,1,1,1.1033,0.7435075398988946,1,3,0.34921732871420663,1139,Low Priority,0,0,3,0.9518915758415629,0,0.24961161268877274
756,Pseudohypoaldosteronism type 1,Disorder,0,1,1,1.06,0.7227059828014898,1,3,0.34853978596048596,1140,Low Priority,0,0,3,0.9530610051092256,0,0.2515782290649723
163525,Subacute cutaneous lupus erythematosus,Disorder,0,1,1,1.05525,0.7203974950501058,1,3,0.34846459451492834,1141,Low Priority,0,0,3,0.953185907917442,0,0.2520592597055949
1177,Early-onset cerebellar ataxia with retained tendon reflexes,Disorder,0,1,1,1.0266666666666666,0.7063924073099659,1,3,0.34800842454317477,1142,Low Priority,0,0,3,0.9539234262958324,0,0.25239586385039026
528,Congenital generalized lipodystrophy,Disorder,0,1,1,1.01312,0.6996857573995278,1,3,0.34778997733620454,1143,Low Priority,0,0,3,0.9542645317473132,0,0.25309231871816634
799,Schizencephaly,Disorder,0,1,1,1.005,0.6956440607585325,1,3,0.3476583322742979,1144,Low Priority,0,0,3,0.9544663967994543,0,0.25309231871816634
79481,Pemphigus foliaceus,Disorder,0,1,1,1.001,0.6936470556015963,1,3,0.3475932863564904,1145,Low Priority,0,0,3,0.9545651223417492,0,0.25331893702611347
220448,Macrothrombocytopenia with mitral valve insufficiency,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2866,Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2921,Preaxial polydactyly-colobomata-intellectual disability syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1883,Ectodermal dysplasia-sensorineural deafness syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
90068,Cocaine intoxication,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
90060,Diffuse alveolar hemorrhage,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
114,Auriculoosteodysplasia,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
261304,Paternal 20q13.2q13.3 microdeletion syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2826,Spastic paraplegia-precocious puberty syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
86867,Nodal marginal zone B-cell lymphoma,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
977,Adrenomyodystrophy,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
973,"Isolated absence/hypoplasia of fingers excluding thumb, unilateral",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2941,Porencephaly-cerebellar hypoplasia-internal malformations syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
50812,Zellweger-like syndrome without peroxisomal anomalies,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
369979,Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
314575,Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
603494,Coloboma-osteopetrosis-microphthalmia-macrocephaly-albinism-deafness syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2027,Gingival fibromatosis-progressive deafness syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1968,Flat face-microstomia-ear anomaly syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1964,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1948,Epilepsy-microcephaly-skeletal dysplasia syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
401923,9q31.1q31.3 microdeletion syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
456298,1p35.2 microdeletion syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
85319,X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
185,Scimitar syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1126,Aprosencephaly cerebellar dysgenesis,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2759,Imperforate oropharynx-costovertebral anomalies syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
50810,Microlissencephaly-micromelia syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1867,"Hereditary bullous dystrophy, macular type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
50809,Talo-patello-scaphoid osteolysis,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2867,"Short stature, Brussels type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
231556,Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2722,Odonto-onycho dysplasia-alopecia syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2720,"Oculocerebral hypopigmentation syndrome, Preus type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2718,Oculotrichodysplasia,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
261534,"49,XXXYY syndrome",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2898,X-linked intellectual disability-plagiocephaly syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
64542,"Acrofacial dysostosis, Kennedy-Teebi type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1861,Thoracic dysplasia-hydrocephalus syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1806,Ectodermal dysplasia-blindness syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1803,Thoracomelic dysplasia,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
314041,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
65720,Arthrogryposis-severe scoliosis syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1702,Non-distal duplication 13q syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1670,Chronic diarrhea with villous atrophy,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2110,Hallux varus-preaxial polysyndactyly syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2007,Alar cartilages hypoplasia-coloboma-telecanthus syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2003,Cleft lip/palate-deafness-sacral lipoma syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1995,OBSOLETE: Cleft lip-retinopathy syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1659,Dermatoleukodystrophy,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
370039,Angora hair nevus,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1786,"Acrofacial dysostosis, Catania type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1780,Thakker-Donnai syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
480501,Choledochal cyst,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
71267,Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1598,Monosomy 18p syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1570,Symbrachydactyly of hands and feet,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
166038,"Metaphyseal chondrodysplasia, Kaitila type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2025,Gingival fibromatosis-facial dysmorphism syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2017,Sternal cleft,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2015,Cleft palate-short stature-vertebral anomalies syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
2010,Cleft palate-stapes fixation-oligodontia syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
166032,Multiple epiphyseal dysplasia-miniepiphyses syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
166016,"Multiple epiphyseal dysplasia, Lowry type",Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
1563,Dahlberg-Borer-Newcomer syndrome,Disorder,0,1,1,1.0,0.6931471805599453,1,3,0.34757700456034163,1146,Low Priority,0,0,3,0.9545897299592755,0,0.2531294987164519
